placavehiculo,cilindraje,modelovehiculo,clasedevehiculo,tipodeservicio,numeromotorvehiculo,numerochasis,capacidadpasajeros,numerofacturadeventa,tipodecombustible,estado
AWS71A,115,2005,MOTOCICLETA,PARTICULAR,3HB321842,9FK5JV11041321842,1,5663,GASOLINA,ACTIVO
TOE119,14000,1987,CAMION,PUBLICO,1098298,CH-700012,2,0,ACPM,ACTIVO
CDV170,1400,2008,AUTOMOVIL,PARTICULAR,F14D3802886C,9GATJ68778B011022,5,0,GASOLINA,ACTIVO
ABO106,2700,2008,CAMPERO,PARTICULAR,6.65925E+13,KPTG0B1FS8P259802,7,172,GASOLINA,ACTIVO
WID94A,125,2008,MOTOCICLETA,PARTICULAR,KN25-2707830,LC2U6200882703158,1,1312,GASOLINA,ACTIVO
ABO036,2500,2007,CAMIONETA,PARTICULAR,H25A167390,N/N,5,448060,GASOLINA,TRASLADO
AFI27B,99,2006,MOTOCICLETA,PARTICULAR,DUMBMB20877,DUFBM96684,2,657,GASOLINA,ACTIVO
OLA086,7000,1980,VOLQUETA,PUBLICO,467TM2U113637,KCA20280,2,0,ACPM,ACTIVO
LAG382,1300,1993,AUTOMOVIL,PARTICULAR,E3329588,323HB22135,4,4950,GASOLINA,ACTIVO
KAI114,1300,1954,CAMIONETA,PARTICULAR,0199329T54VR,N/N,2,0,GASOLINA,ACTIVO
ABO007,1400,2006,AUTOMOVIL,PARTICULAR,A710UB07609,9FBLSRAGB6M100278,5,21144,GASOLINA,TRASLADO
LLD416,3200,1979,CAMPERO,PARTICULAR,QD32022293A,FJ4363782,9,395,ACPM,ACTIVO
ZGP244,3000,2010,CAMIONETA,PARTICULAR,814035,8LBETF3E3A0031882,5,0,GASOLINA,ACTIVO
MOY70B,650,2005,MOTOCICLETA,PARTICULAR,P411127348,9FSXP41AX5C003926,1,0,GASOLINA,ACTIVO
409ABS,198,2013,MOTOCARRO,PARTICULAR,AFZWCJ80921,MD2A25BZ0DWJ03102,4,1528,GASOLINA,ACTIVO
WHA78D,107,2017,MOTOCICLETA,PARTICULAR,KB222106684,9FLE11000HCJ03842,1,24006,GASOLINA,ACTIVO
SMI153,7200,2008,CAMION,PUBLICO,9SZ34738,9GDV7H4CX8B007264,2,2595,ACPM,ACTIVO
DTN35D,124.8,2016,MOTOCICLETA,PARTICULAR,E3M2E107101,9FKKE2012G2107101,1,4451,GASOLINA,ACTIVO
BTY993,1400,2006,AUTOMOVIL,PARTICULAR,F14D3418368K,N/N,5,24887,GASOLINA,ACTIVO
WEI14A,125,2004,MOTOCICLETA,PARTICULAR,5GP017072,9FK5GP11K41017072,1,1332,GASOLINA,ACTIVO
VSJ194,4500,1971,BUS,PUBLICO,D4AES099563,N315260,30,0,ACPM,ACTIVO
TKD970,1600,1995,AUTOMOVIL,PARTICULAR,4JK24ND39826,N/N,5,312084,GASOLINA,ACTIVO
WIR42A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUB71412,9FLDUC4Z0CAH17112,1,12561,GASOLINA,ACTIVO
WIF33A,125,2008,MOTOCICLETA,PARTICULAR,29C1-010180,29C1010180,1,17,GASOLINA,ACTIVO
WIX84A,124,2013,MOTOCICLETA,PARTICULAR,E3F4E037602,9FKKE1393D2037602,1,2653,GASOLINA,ACTIVO
KWR82,125,1996,MOTOCICLETA,PARTICULAR,3TL072775,3TL0727775,1,200921,GASOLINA,ACTIVO
WIV69A,134,2013,MOTOCICLETA,PARTICULAR,JEGBUH20863,9FLJDC1Z1DCE53220,1,13644,GASOLINA,ACTIVO
TJY152,8800,2014,CAMION,PUBLICO,73591613,719692,2,7319,ACPM,ACTIVO
NQP16,98,1995,MOTOCICLETA,PARTICULAR,E103760639,BE11ASC43208,2,344,GASOLINA,ACTIVO
WIP69A,94,2011,MOTOCICLETA,PARTICULAR,JBMBTG70422,MD2PAB1Z5BFG00384,1,11820,GASOLINA,ACTIVO
WII64A,125,2009,MOTOCICLETA,PARTICULAR,157FMI2A1,9FSNF41J09C111388,1,2583,GASOLINA,ACTIVO
WIV41A,125,2013,MOTOCICLETA,PARTICULAR,E3B6E244587,N/N,1,1451,GASOLINA,ACTIVO
WII11A,100,2009,MOTOCICLETA,PARTICULAR,DUMBRH69674,MD2DUB4Z79FH00518,1,1734,GASOLINA,ACTIVO
BMA959,1400,2003,AUTOMOVIL,PARTICULAR,2H0001097,9GASC68J33B300108,5,0,GASOLINA,ACTIVO
FAM748,1600,2003,CAMPERO,PARTICULAR,G16A477799,8LDETA01V30119258,4,0,GASOLINA,ACTIVO
WIZ72A,124,2013,MOTOCICLETA,PARTICULAR,E3F4E061010,9FKKE139XD2061010,0,2920,GASOLINA,ACTIVO
WIT85A,109,2012,MOTOCICLETA,PARTICULAR,JC47E-4005094,9FMJC4723CF007076,0,2136,GASOLINA,ACTIVO
WGZ38D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGE36992,9FLA18AZ4HAL70840,1,23457,GASOLINA,ACTIVO
WIQ22A,100,2012,MOTOCICLETA,PARTICULAR,JBMBUA59957,9FLPAC1Z9CCF00298,1,12127,GASOLINA,ACTIVO
WIS25A,153,2012,MOTOCICLETA,PARTICULAR,45D1046050,9FKKG0481C2046050,1,1905,GASOLINA,ACTIVO
MSU049,1600,2013,AUTOMOVIL,PARTICULAR,F710Q125966,9FBBSRADDDM038113,5,859,GASOLINA,ACTIVO
GNB739,2400,1994,CAMPERO,PARTICULAR,3767898,RN1067004961,2,0,GASOLINA,ACTIVO
ABO165,1000,2009,AUTOMOVIL,PARTICULAR,B10S1086476KC2,9GAMM61049B115185,4,17859,GASOLINA,ACTIVO
WIK19A,99,2010,MOTOCICLETA,PARTICULAR,DUMBSG47439,MD2DMB2Z4AFG00836,1,10648,GASOLINA,ACTIVO
LAA695,1600,1989,AUTOMOVIL,PARTICULAR,M300199,400520,5,8048,GASOLINA,ACTIVO
DTC84D,99.27,2014,MOTOCICLETA,PARTICULAR,DUZWDA15647,9FLDUC4Z2EBG01133,1,15311,GASOLINA,ACTIVO
ABO170,1600,2009,AUTOMOVIL,PARTICULAR,F16D32133341,9GATJ58659B120047,4,3321,GASOLINA,TRASLADO
CTA081,2258,1988,CAMPERO,PARTICULAR,545180,US895514,5,294804,GASOLINA,TRASLADO
SOJ683,2000,1989,CAMIONETA,PARTICULAR,470225,N/N,2,3544,ACPM,ACTIVO
PVJ249,3660,1971,CAMPERO,OFICIAL,1384944,N/N,5,0,ACPM,ACTIVO
WII27A,110,2009,MOTOCICLETA,PARTICULAR,5AV855472,9FK2P611992855472,1,175,GASOLINA,ACTIVO
RVY86C,134,2012,MOTOCICLETA,PARTICULAR,JEGBUG05160,9FLJDC1Z8CCC44944,1,0,GASOLINA,ACTIVO
SIR517,7200,2004,CAMION,PUBLICO,9SZ15155,9GDV7H4C44B400107,2,0,ACPM,ACTIVO
WGS07D,99.27,2016,MOTOCICLETA,PARTICULAR,DUZWFB57401,9FLA18AZ9GDK14032,1,20836,GASOLINA,ACTIVO
ORJ92C,124,2012,MOTOCICLETA,PARTICULAR,157FMIJE111297,9F2B11252CE202272,1,5431779,GASOLINA,ACTIVO
WIJ43A,101,2010,MOTOCICLETA,PARTICULAR,5AV917018,9FK2P6111A2719018,1,344,GASOLINA,ACTIVO
KGB39B,97,2008,MOTOCICLETA,PARTICULAR,07H22E30021,MB4HA11ED79H00688,1,0,GASOLINA,ACTIVO
WIS55A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUD89213,9FLDMC2Z1CCL05575,1,12917,GASOLINA,ACTIVO
WIK23A,178,2010,MOTOCICLETA,PARTICULAR,DJGBSF92586,MD2DJB5Z7AVF00773,1,10658,GASOLINA,ACTIVO
PTL452,2300,1996,CAMIONETA,PARTICULAR,477700,TS96293613,2,8304,GASOLINA,ACTIVO
TJY149,5200,2014,CAMION,PUBLICO,4HK1-118651,9GDFRR900EB025075,2,7223,GASOLINA,ACTIVO
LID24B,135,2009,MOTOCICLETA,PARTICULAR,JNGBPM69567,MD2JNB2Z38VM01645,1,,GASOLINA,ACTIVO
SMI056,3000,2007,CAMIONETA,PUBLICO,412597,N/N,2,449029,GASOLINA,ACTIVO
WIT62A,124,2012,MOTOCICLETA,PARTICULAR,XS1P52QMI-3A11305778,9F2A51253CX009987,1,2,GASOLINA,ACTIVO
MSU280,1598,2015,AUTOMOVIL,PARTICULAR,A690Q255273,9FBBSRALSFM596305,5,1766,GASOLINA,ACTIVO
WIG61A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRB39765,MD2JNB1Z49VB02462,1,1468,GASOLINA,ACTIVO
CBF552,1300,1994,AUTOMOVIL,PARTICULAR,M870484,CL101496,5,15855,GASOLINA,TRASLADO
WIN04A,97,2010,MOTOCICLETA,PARTICULAR,HA11EA99M27548,9FMHA1122AF015713,1,275,GASOLINA,ACTIVO
WIM87A,114,2011,MOTOCICLETA,PARTICULAR,E3H4E004363,9FKKE1376B2004363,1,,GASOLINA,ACTIVO
OKE156,4500,1982,CAMION,PARTICULAR,FE6001538C,CM202516,2,0,ACPM,ACTIVO
MNF438,1390,2006,AUTOMOVIL,PARTICULAR,A712Q016855,N/N,5,3943,GASOLINA,ACTIVO
XIN15A,110,2004,MOTOCICLETA,PARTICULAR,4ST645074,9FK5GE11941645074,2,5314,GASOLINA,ACTIVO
TJY403,1598,2018,AUTOMOVIL,PUBLICO,A812UD41206,9FB4SREB4JM974480,5,2912,GASOLINA,ACTIVO
SMI291,3000,2008,CAMIONETA,PUBLICO,ZD30111005K,JN1MG4E25Z0727106,8,3977,GASOLINA,ACTIVO
TIA160,5200,1954,CAMIONETA,PARTICULAR,C113954,F25V4E32752,2,0,ACPM,ACTIVO
WIT89A,124,2012,MOTOCICLETA,PARTICULAR,JZMBUH76866,9FLJZC1Z7CAC07381,1,13226,GASOLINA,ACTIVO
TJY159,2800,2015,CAMIONETA,PUBLICO,1E9408,9GDNLR559FB002586,2,7362,GASOLINA,ACTIVO
RNN985,1498,2012,AUTOMOVIL,PARTICULAR,F15S34111921,9GATD51Y2CB041378,5,98819,BIODIESEL,ACTIVO
IBW901,1300,2004,AUTOMOVIL,PARTICULAR,B3908921,9FCBF52B740006031,5,3208,GASOLINA,ACTIVO
WIW76A,14,2013,MOTOCICLETA,PARTICULAR,157FMI-3*B2Y06563*,9FSNF41J5DC148624,1,3443,GASOLINA,ACTIVO
WIO31A,134,2011,MOTOCICLETA,PARTICULAR,JEGBTG77246,MD2JDB1Z2BVG00958,1,11459,GASOLINA,ACTIVO
WIQ14A,220,2011,MOTOCICLETA,PARTICULAR,DKGBTG90140,MD2DKB2Z6BVG01578,1,12112,GASOLINA,ACTIVO
WGR63D,124.8,2016,MOTOCICLETA,PARTICULAR,E3M2E123592,9FKKE2016G2123592,1,5426,GASOLINA,ACTIVO
ABO347,1598,2011,AUTOMOVIL,PARTICULAR,F710Q064927,9FBBSRADDBM022615,5,222,GASOLINA,ACTIVO
WIG37A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRA18088,MD2JNB1ZX8VA05345,1,315,GASOLINA,ACTIVO
TIW060,1400,1996,AUTOMOVIL,PARTICULAR,G4EKS536092,KMHVA21NPTU083737,4,172,GASOLINA,ACTIVO
SMI173,7200,2008,VOLQUETA,PUBLICO,9SZ34770,N/N,2,2621,ACPM,ACTIVO
WMV602,5193,2016,CAMION,PUBLICO,4HK1-338008,9GDN1R754GB005819,2,0,ACPM,ACTIVO
MSU122,1149,2014,AUTOMOVIL,PARTICULAR,G728Q151062,9FBBB8305EM825190,5,1157,GASOLINA,ACTIVO
LXH97E,99.27,2018,MOTOCICLETA,PARTICULAR,DUZWHK13286,9FLA18AZ2JDG02908,1,355,GASOLINA,ACTIVO
TUQ502,7800,1986,VOLQUETA,PUBLICO,467TM2U159544,CM204316,2,423,ACPM,ACTIVO
WGW15D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCGL98636,9FLA12DZ9HCF87168,1,22448,GASOLINA,ACTIVO
WIK77A,99,2010,MOTOCICLETA,PARTICULAR,DUMBSJ25983,MD2DZB4Z8AFH02784,1,10785,GASOLINA,ACTIVO
MSU038,1600,2013,AUTOMOVIL,PARTICULAR,A690Q151297,9FBBSRALSDM019990,5,791,GASOLINA,ACTIVO
SMI156,7600,2008,VOLQUETA,PUBLICO,3519054,N/N,2,359922004,ACPM,ACTIVO
DTM49D,113.7,2015,MOTOCICLETA,PARTICULAR,E3H4E062240,9FKKE1378F2062240,1,2797,GASOLINA,ACTIVO
ATO19A,100,2003,MOTOCICLETA,PARTICULAR,5VA201267,9FKKBOO4721201267,2,1583,GASOLINA,ACTIVO
UAL072,1300,1999,AUTOMOVIL,PARTICULAR,G13B335756,N/N,5,2115,GASOLINA,ACTIVO
ZRL35A,125,2005,MOTOCICLETA,PARTICULAR,5GP019692,9FK5GP11651019692,1,5905,GASOLINA,ACTIVO
DTL19D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E079653,9FKKE2010F2079653,1,4215,GASOLINA,ACTIVO
TJY236,14945,2015,TRACTOCAMION,PUBLICO,79768283,3HSCNAPT7FN698134,2,794872,ACPM,ACTIVO
WGW51D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCGM00139,9FLA12DZ3HCG88464,1,22536,GASOLINA,ACTIVO
MSU282,1600,2015,AUTOMOVIL,PARTICULAR,1FS553702,3G1J85CC8FS553702,4,8102,GASOLINA,ACTIVO
PEH751,2555,1995,CAMPERO,PARTICULAR,4G54-LB4952,V12VN-00877,5,1599,GASOLINA,ACTIVO
ABO040,2900,2007,CAMPERO,PARTICULAR,6.65925E+13,KPTGOB1FS7P229795,5,801,GASOLINA,ACTIVO
WIV01A,124,2012,MOTOCICLETA,PARTICULAR,JZMBUH73113,9FLJZC1ZXCAC08783,1,10653,GASOLINA,ACTIVO
MSU464,1598,2017,AUTOMOVIL,PARTICULAR,A812UC43343,9FB5SREB4HM404617,5,2385,GASOLINA,ACTIVO
WGR25D,124,2016,MOTOCICLETA,PARTICULAR,157FMIME195844,9F2B11255GE003027,1,1051808363,GASOLINA,ACTIVO
WIU63A,124,2012,MOTOCICLETA,PARTICULAR,JZMBUE63142,9FLJZC1Z4CAD09091,1,10640,GASOLINA,ACTIVO
MSU092,1600,2013,AUTOMOVIL,PARTICULAR,DM197492,DM197492,5,7515,GASOLINA,ACTIVO
WHA62D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGH21372,9FLA18AZ0HAC86632,1,23959,GASOLINA,ACTIVO
BOZ822,1800,2003,AUTOMOVIL,PARTICULAR,UDH326775,N/N,4,10971,GASOLINA,ACTIVO
PEZ867,1400,2006,AUTOMOVIL,PARTICULAR,F14D3-412976K,N/N,5,20721,GASOLINA,ACTIVO
YSE21D,99,2016,MOTOCICLETA,PARTICULAR,CF5DE1065423,MD625MF52E1D37819,1,0,GASOLINA,ACTIVO
WGR57D,181,2016,MOTOCICLETA,PARTICULAR,163FMKNQ110383,9F2A7180XGA000895,1,9971,GASOLINA,ACTIVO
SBG564,7560,1961,CAMION,PUBLICO,94950984,M60DE162271,2,0,ACPM,ACTIVO
ABO252,2500,2010,CAMIONETA,PARTICULAR,YD25183734T,MNTVCUD40Z0018931,5,,ACPM,ACTIVO
WGS57D,99.27,2016,MOTOCICLETA,PARTICULAR,DUZWFE34027,9FLA18AZ6GDL17764,1,20997,GASOLINA,ACTIVO
WDA723,1600,1996,AUTOMOVIL,PARTICULAR,M401202,G016552,4,4098,GASOLINA,ACTIVO
DTN90D,99.27,2016,MOTOCICLETA,PARTICULAR,DUZWFK26748,9FLA18AZ0GDE95768,1,,GASOLINA,ACTIVO
WIN51A,134,2011,MOTOCICLETA,PARTICULAR,JNMBTA41433,MD2JNB1Z5BFA00877,0,11165,GASOLINA,ACTIVO
WIS62A,124,2012,MOTOCICLETA,PARTICULAR,E3F4E026489,9FKKE1392C2026489,1,1937,GASOLINA,ACTIVO
XFJ239,5200,1950,CAMION,PUBLICO,4212DP39856716888AP1,98EQH4994,2,12541,ACPM,TRASLADO
WIJ79A,135,2010,MOTOCICLETA,PARTICULAR,JNGBSC71261,MD2JNB2Z8AVC01532,1,10507,GASOLINA,ACTIVO
WIT97A,124,2012,MOTOCICLETA,PARTICULAR,157FMIJE293410,9F2B11251CE212002,1,6,GASOLINA,ACTIVO
WIH23A,125,2009,MOTOCICLETA,PARTICULAR,22P3000298,9FK5YY11U92000298,1,180,GASOLINA,ACTIVO
HBK72D,199,2014,MOTOCICLETA,PARTICULAR,JLZCDM68175,9FLA36FZ0EBF17395,1,2294,GASOLINA,ACTIVO
ABO008,1400,2006,AUTOMOVIL,PARTICULAR,2H0012540,N/N,5,1333,GASOLINA,ACTIVO
DTN29D,124,2015,MOTOCICLETA,PARTICULAR,157FMI-3*B2X51193*,9FSNF41B0FC270254,1,6100,GASOLINA,ACTIVO
WEP61A,125,2005,MOTOCICLETA,PARTICULAR,5GP021236,9FK5GP11751021236,1,2642,GASOLINA,ACTIVO
TIH012,2000,1987,MICRO BUS,PUBLICO,148003,B200000239,13,621,ACPM,CANCELACION
WIK89A,135,2010,MOTOCICLETA,PARTICULAR,JNGBSJ82114,MD2JNB1Z7AVJ00335,1,10789,GASOLINA,ACTIVO
WIX26A,107,2012,MOTOCICLETA,PARTICULAR,M152FMH31064741,LV7KX3405CA700172,1,91,GASOLINA,ACTIVO
CPS939,1400,2007,AUTOMOVIL,PARTICULAR,F14D3564675K,N/N,5,0,GASOLINA,ACTIVO
VHO41C,124,2013,MOTOCICLETA,PARTICULAR,E3F4E061293,9FKKE1394D2061293,1,0,GASOLINA,ACTIVO
TJY253,10831,2015,VOLQUETA,PUBLICO,35328972,3HTWYAHT3FN696430,2,310181,ACPM,ACTIVO
WIC53A,110,2008,MOTOCICLETA,PARTICULAR,5C92-003152,9FKKE098D82003152,1,1000498,GASOLINA,ACTIVO
SMI303,3000,2008,CAMIONETA,PUBLICO,ZD30106499K,JN1MG4E25Z0726929,8,17711,GASOLINA,ACTIVO
SMI281,2771,2008,CAMION,PUBLICO,561050,9GDNKR55X8B008371,2,2855,GASOLINA,ROBADO
WIA84A,110,2007,MOTOCICLETA,PARTICULAR,M152FMH31014007,LAEKX34097B921139,1,288,ACPM,ACTIVO
WIS69A,135,2012,MOTOCICLETA,PARTICULAR,JEGBUF86141,9FLJDC1Z5CAM37366,1,12941,GASOLINA,ACTIVO
RIL39,110,2004,MOTOCICLETA,PARTICULAR,4ST592999,9FK5GE11P37592999,2,1622,GASOLINA,TRASLADO
DTN91D,124,2016,MOTOCICLETA,PARTICULAR,E3M2E113615,9FKKE2018G2113615,1,2942,GASOLINA,ACTIVO
FGR208,1600,2008,AUTOMOVIL,PARTICULAR,F16D3824264C,N/N,4,0,GASOLINA,ACTIVO
DTN10D,124,2015,MOTOCICLETA,PARTICULAR,E3F4E105272,9FKKE1395F2105272,1,4388,GASOLINA,ACTIVO
VLF956,1500,1995,AUTOMOVIL,PARTICULAR,E5768058,323NT502201,5,5662,GASOLINA,ACTIVO
LXF566,3500,1979,CAMPERO,PARTICULAR,2F327014,FJ4359856,9,233,GASOLINA,ACTIVO
MSU606,1400,2018,AUTOMOVIL,PARTICULAR,LCU*170963136*,9GASA52M0JB010420,5,10488,GASOLINA,ACTIVO
WHC02D,99.27,2018,MOTOCICLETA,PARTICULAR,DUZWGF42948,9FLA18AZ2JDD92410,1,25033,GASOLINA,ACTIVO
YAP270,14000,1995,TRACTOCAMION,PUBLICO,30351842,CH95951605,2,290373,ACPM,ACTIVO
WIW62A,124,2013,MOTOCICLETA,PARTICULAR,JZMBUH70370,9FLJZC1Z0DAH13586,1,13860,GASOLINA,ACTIVO
SJT625,3432,2008,CAMION,PUBLICO,YZ4102ZLQB705012710,LVBV3PBB18E005097,2,,ACPM,ACTIVO
AOV37A,110,1999,MOTOCICLETA,PARTICULAR,4ST242674,4ST242674,1,8094,GASOLINA,ACTIVO
WIA03A,124,2006,MOTOCICLETA,PARTICULAR,157FMIDJ147327,LLCJPP2045E011317,1,,GASOLINA,ACTIVO
SMI098,7200,2008,VOLQUETA,PUBLICO,6Z04665552M63488026,1M2AL02C88M007992,2,87498,GASOLINA,ACTIVO
WHK240,1300,2003,AUTOMOVIL,PUBLICO,B3-894531,9FCBT42B330004293,4,9605,GASOLINA,ACTIVO
LLI332,1600,1983,CAMIONETA,PARTICULAR,231363,KS222815,2,0,GASOLINA,ACTIVO
ABO427,1598,2012,AUTOMOVIL,PARTICULAR,A690Q109711,9FBBSRALSCM014971,5,3916,GASOLINA,ACTIVO
PJA01B,134,2009,MOTOCICLETA,PARTICULAR,JNGBRE44222,MD2JNB1Z89VE01761,1,0,GASOLINA,ACTIVO
CLS776,1500,2003,AUTOMOVIL,PARTICULAR,G4EB2259285,KMHCH51GP3U181243,5,7179,GASOLINA,TRASLADO
DTK44D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWEC51667,9FLA18AZXFDK65196,1,1555,GASOLINA,ACTIVO
800NCC,198,2017,MOTOCARRO,PUBLICO,AZZWGL43383,MD2A25BZ0HWL00048,4,22968,GASOLINA,ACTIVO
CRR847,1600,1990,CAMIONETA,PARTICULAR,760477,LS985621,4,0,GASOLINA,ACTIVO
TRC219,3660,1998,MICRO BUS,PUBLICO,1556037,V11857047,19,5009,ACPM,ACTIVO
WIZ79A,149,2014,MOTOCICLETA,PARTICULAR,162FMJKQ338210,9F2B51507EAC00101,1,126,GASOLINA,ACTIVO
WIF51A,135,2009,MOTOCICLETA,PARTICULAR,JNGBPM72745,MD2JNB2Z08VM02171,1,1303,GASOLINA,ACTIVO
TJY018,10831,2013,VOLQUETA,PUBLICO,35299138,3HTWYAHT6DN150668,2,30782,ACPM,ACTIVO
WIO89A,135,2011,MOTOCICLETA,PARTICULAR,JEGBTF71989,MD2JDB1Z6BVF05884,1,11626,GASOLINA,ACTIVO
MOH98A,115,2005,MOTOCICLETA,PARTICULAR,3HB322372,9FK5JV11041322372,1,1822,GASOLINA,ACTIVO
WIW57A,124,2013,MOTOCICLETA,PARTICULAR,157FMIJE228984,9F2B11252CE210355,1,51,GASOLINA,ACTIVO
WIE18A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPF70733,MD2DUB4Z28FF04114,1,1023,GASOLINA,ACTIVO
LCI818,1598,2011,AUTOMOVIL,PARTICULAR,A690Q078064,9FBBSR2LHBM000561,5,2011012,GASOLINA,ACTIVO
FAQ531,1000,2003,AUTOMOVIL,PARTICULAR,G10603861,9GAEAB43S3B681707,5,0,GASOLINA,ACTIVO
WID16A,100,2008,MOTOCICLETA,PARTICULAR,B116E759382,9FKKB006A82759382,1,536,GASOLINA,ACTIVO
WIR39A,94,2012,MOTOCICLETA,PARTICULAR,JBMBUC56171,9FLPAC1Z3CCJ06261,1,12553,GASOLINA,ACTIVO
LXC606,2500,1978,CAMION,PARTICULAR,FD6056283T,DT819816,2,39399,ACPM,ACTIVO
ZSG53A,125,2005,MOTOCICLETA,PARTICULAR,5GP-022943,9FK5GP11851022943,1,0,GASOLINA,ACTIVO
ABO104,1400,2008,AUTOMOVIL,PARTICULAR,G4EE7828428,KMHCN31AP8U059859,5,6868,GASOLINA,ROBADO
MSU126,1796,2014,CAMIONETA,PARTICULAR,CEL113628,3GNCJ8CE4EL113628,5,,GASOLINA,ACTIVO
LXJ772,3500,1974,CAMION,PARTICULAR,GT14384,142203,2,41548,GASOLINA,ACTIVO
SMI119,7200,2008,VOLQUETA,PUBLICO,6Z08545552M63326254,1M2AL02C98M008018,2,87633,GASOLINA,ACTIVO
EKN998,1400,2004,AUTOMOVIL,PARTICULAR,3H0003559,N/N,4,,GASOLINA,ACTIVO
DTL64D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWED45714,9FLA18AZ7FBA77055,1,18275,GASOLINA,ACTIVO
LXH71E,112.8,2018,MOTOCICLETA,PARTICULAR,F4E6-294402,9FSNF4JC8JC118529,1,6898,GASOLINA,ACTIVO
WGY56D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGB24916,9FLA18AZ6HDK65070,1,2196,GASOLINA,ACTIVO
NFZ93B,130,2008,MOTOCICLETA,PARTICULAR,AN130BEP67635,9FLANPB118PJ00288,1,12959,GASOLINA,ACTIVO
LUZ52B,135,2009,MOTOCICLETA,PARTICULAR,JNGBRA93597,MD2JNB21Z68VA00952,1,12026852,GASOLINA,ACTIVO
SMI335,1051,2009,AUTOMOVIL,PARTICULAR,LJ465Q-1AE6803424372,LZWACAGA491000264,7,659,GASOLINA,ACTIVO
SMI167,8000,2008,TRACTOCAMION,PUBLICO,79250265,215650,2,801660,ACPM,ACTIVO
WIX75A,134,2013,MOTOCICLETA,PARTICULAR,JEGBUH12593,9FLJDC1Z0DAE51082,1,1445,GASOLINA,ACTIVO
WGT53D,99.27,2016,MOTOCICLETA,PARTICULAR,DUZWFC09514,9FLA18AZ3GDA24259,1,2493,GASOLINA,ACTIVO
BSU262,1400,2006,AUTOMOVIL,PARTICULAR,2H0012209,9GASC19J56B021659,4,18760,GASOLINA,ACTIVO
ZJP91A,124,2005,MOTOCICLETA,PARTICULAR,157FMIDJ081275,LLCJPP209B006033,1,8221,GASOLINA,ACTIVO
BXR981,1600,2011,AUTOMOVIL,PARTICULAR,F710Q052384,9FBBSRADDBM019596,5,0,GASOLINA,ACTIVO
AUT569,1400,2007,AUTOMOVIL,PARTICULAR,F14D3503716K,9GATJ58747B002271,5,3397,GASOLINA,ACTIVO
CWJ330,4000,2008,CAMIONETA,PARTICULAR,8UB24912,1FMEU51E18UB24912,5,0,GASOLINA,ACTIVO
TMI551,4104,2005,MICRO BUS,PUBLICO,15B1755297,V12601248,19,108724,ACPM,ACTIVO
MNG421,1400,2006,AUTOMOVIL,PARTICULAR,A710UB12492,9FBLSRAGB6M200360,4,0,GASOLINA,ACTIVO
QJS48C,125,2013,MOTOCICLETA,PARTICULAR,E3B6E242207,9FKKE1108D2242207,1,0,GASOLINA,ACTIVO
WIT45A,124,2012,MOTOCICLETA,PARTICULAR,JZMBUE44296,9FLJZC1Z0CAB05260,1,13118,GASOLINA,ACTIVO
WIM49A,125,2010,MOTOCICLETA,PARTICULAR,JC40E-6006934,9FMJC4026AF007726,1,587,GASOLINA,ACTIVO
FRU08,110,2001,MOTOCICLETA,PARTICULAR,4ST349570,4ST349570,1,979,GASOLINA,ACTIVO
914ACL,181,2013,MOTOCARRO,PARTICULAR,ZS159QMK9D100592,9F2A21809D5103874,1,897,GASOLINA,ACTIVO
VKJ712,4500,1996,CAMIONETA,PUBLICO,FD42-009188,FZJ750031839,3,2023,GASOLINA,ACTIVO
AOZ07A,115,2000,MOTOCICLETA,PARTICULAR,3HB-247507,3HB-247507,1,40,GASOLINA,ACTIVO
BBH523,1298,1991,AUTOMOVIL,PARTICULAR,E3305490,323HE08406,4,127379,GASOLINA,ACTIVO
IJO80C,178,2011,MOTOCICLETA,PARTICULAR,DJGBTE34200,MD2DJB5Z5BVE00480,1,0,GASOLINA,ACTIVO
WIT42A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUH83685,9FLDUC4Z3CAA35695,1,2524,GASOLINA,ACTIVO
RFE53A,125,2008,MOTOCICLETA,PARTICULAR,5YY8-041108,07A5YY8041108,1,13001833,GASOLINA,ACTIVO
LXG311,3000,1980,CAMION,PUBLICO,FE6014155B,DT974521,2,14569,ACPM,ACTIVO
WIE49A,110,2008,MOTOCICLETA,PARTICULAR,5AV-757199,9FK2P611C82757199,1,618,GASOLINA,ACTIVO
WIA15A,110,2006,MOTOCICLETA,PARTICULAR,5AV536599,9FK2P611L61536599,1,941,GASOLINA,ACTIVO
WIX92A,125,2013,MOTOCICLETA,PARTICULAR,E3M2E002475,9FKKE2007D2002475,1,2661,GASOLINA,ACTIVO
